date_evenement;categorie_evenement;type_evenement;pole;service;lieu;fonction_declarant;gravite_cloture
20/4/2009;D - Vigilances;matériovigilance;M;ORL;Poste de soins;Cadre de santé-cadre administratif;Insignifiante
16/4/2009;B - Organisation des soins - Relations avec le patient;transport de patient;Q;Maternité site Brune;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Majeure
20/4/2009;C - Vie hospitalière;panne ou perte de matériel;Z;Direction des finances et de la recherche;Bureaux - locaux administratifs - archives;Personnel administratif;Mineure
20/4/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);P;Unité d'Immunologie et d'Hématologie pédiatriques;Poste de soins;Cadre de santé-cadre administratif;Majeure
21/4/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Direction des ressources humaines;Autre lieu commun;Cadre de santé-cadre administratif;Mineure
21/4/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Direction des ressources humaines;Autre lieu commun;Cadre de santé-cadre administratif;Mineure
22/4/2009;C - Vie hospitalière;panne ou perte de matériel;Z;Brancardage;Ascenseur;Aide-soignant-ASH;Modérée
21/4/2009;B - Organisation des soins - Relations avec le patient;déprogrammation d'acte(s);Q;Cardiologie Pédiatrique;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Modérée
21/4/2009;B - Organisation des soins - Relations avec le patient;déprogrammation d'acte(s);B;Laboratoire d'immunologie;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Modérée
20/4/2009;B - Organisation des soins - Relations avec le patient;déprogrammation d'acte(s);Q;Chirurgie cardiaque pédiatrique;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Majeure
19/3/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);M;Chirurgie viscérale;Chambre;Cadre de santé-cadre administratif;Mineure
21/4/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Direction des ressources humaines;Autre lieu commun;Cadre de santé-cadre administratif;Mineure
20/4/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;P;Hôpital de jour multidisciplinaire;Poste de soins;Infirmier-infirmier spécialisé-puéricultrice;Modérée
18/4/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Ophtalmologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
22/4/2009;A - Activités médicales et de soins;complication liée aux soins;P;Pédiatrie Générale;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Majeure
22/4/2009;C - Vie hospitalière;Incidents liés aux chantiers;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
23/4/2009;B - Organisation des soins - Relations avec le patient;transport de patient;Z;Brancardage;Autre lieu de soins;Aide-soignant-ASH;Modérée
23/4/2009;B - Organisation des soins - Relations avec le patient;transport de patient;Z;Brancardage;Consultations - radio - salle d'examens;Aide-soignant-ASH;Modérée
23/4/2009;C - Vie hospitalière;salubrité-propreté des locaux;B;Explorations fonctionnelles-physiologie;Laboratoires - pharmacie;Technicien-manipulateur-préparateur;Modérée
23/4/2009;D - Vigilances;matériovigilance;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
2/4/2009;A - Activités médicales et de soins;complication liée aux soins;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Médecin;Majeure
23/4/2009;D - Vigilances;matériovigilance;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
24/4/2009;B - Organisation des soins - Relations avec le patient;transport de patient;P;Hôpital de jour multidisciplinaire;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Majeure
24/4/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Direction des ressources humaines;;Cadre de santé-cadre administratif;Modérée
24/4/2009;C - Vie hospitalière;transport logistique;Z;Services techniques;Autre lieu commun;Ingénieur-responsable des services techniques;Majeure
23/4/2009;C - Vie hospitalière;autre (à préciser);Z;Services techniques;Autre lieu professionnel;Ingénieur-responsable des services techniques;Majeure
23/4/2009;C - Vie hospitalière;panne ou perte de matériel;M;Bloc CCI;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Mineure
24/4/2009;D - Vigilances;matériovigilance;R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Médecin;Mineure
24/4/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;M;Chirurgie orthopédique pédiatrique;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Insignifiante
7/4/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);Q;Maternité site Brune;Tout le service;Sage femme;Modérée
25/4/2009;D - Vigilances;matériovigilance;A;Transplantation & Réanimation adultes;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Majeure
27/4/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Urologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
27/4/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Services techniques;Locaux des services techniques;Ingénieur-responsable des services techniques;Majeure
12/5/2009;A - Activités médicales et de soins;autre (à préciser);R;Réanimation Pédiatrique;Salle d'opération/salle de réveil;Médecin;Modérée
15/5/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Chirurgie viscérale;Locaux poubelles/déchets;Cadre de santé-cadre administratif;Modérée
18/5/2009;C - Vie hospitalière;autre (à préciser);R;Anesthésie-Réanimation;Tout le service;Cadre de santé-cadre administratif;Majeure
18/5/2009;C - Vie hospitalière;restauration;P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Office alimentaire;Infirmier-infirmier spécialisé-puéricultrice;Modérée
14/5/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Direction de la logistique et des achats;Bureaux - locaux administratifs - archives;Personnel administratif;Mineure
18/5/2009;A - Activités médicales et de soins;autre (à préciser);M;Gastroentérologie & nutrition pédiatriques;Salle d'opération/salle de réveil;Infirmier-infirmier spécialisé-puéricultrice;Modérée
18/5/2009;B - Organisation des soins - Relations avec le patient;fugue ou patient égaré;I;Radiologie adultes;Salle d'attente-hall - caisse - accueil;Cadre de santé-cadre administratif;Majeure
18/5/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Urologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
18/5/2009;C - Vie hospitalière;panne ou perte de matériel;A;Biothérapie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Catastrophique
19/5/2009;A - Activités médicales et de soins;dossier médical et de soins;A;Urologie;Tout le service;Infirmier-infirmier spécialisé-puéricultrice;Modérée
19/5/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;M;Neuro-chirurgie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
19/5/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Majeure
20/5/2009;C - Vie hospitalière;panne ou perte de matériel;P;Pédiatrie Générale;Chambre;Cadre de santé-cadre administratif;Modérée
19/5/2009;A - Activités médicales et de soins;autre (à préciser);I;Radiologie pédiatrie;Chambre;Cadre de santé-cadre administratif;Modérée
19/5/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Transplantation & Réanimation adultes;Salle d'attente-hall - caisse - accueil;Cadre de santé-cadre administratif;Majeure
20/5/2009;A - Activités médicales et de soins;dossier médical et de soins;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Mineure
20/5/2009;A - Activités médicales et de soins;complication liée aux soins;M;Gastroentérologie & nutrition pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
22/5/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Urologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
20/5/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);M;Chirurgie orthopédique pédiatrique;Salle d'opération/salle de réveil;Médecin;Modérée
22/5/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);M;Chirurgie orthopédique pédiatrique;Salle d'opération/salle de réveil;Médecin;Modérée
22/5/2009;C - Vie hospitalière;linge;P;Pédiatrie Générale;Tout le service;Infirmier-infirmier spécialisé-puéricultrice;Modérée
22/5/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Transplantation & Réanimation adultes;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
22/5/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Hématologie clinique adultes;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
22/5/2009;A - Activités médicales et de soins;complication liée aux soins;M;Gastroentérologie & nutrition pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
23/5/2009;B - Organisation des soins - Relations avec le patient;sortie contre avis médical;A;Infectiologie;Sans objet ou lieu inconnu ( fugues - pertes ...);Infirmier-infirmier spécialisé-puéricultrice;Modérée
24/5/2009;C - Vie hospitalière;panne ou perte de matériel;A;Infectiologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Majeure
22/5/2009;B - Organisation des soins - Relations avec le patient;transport de patient;R;Anesthésie-Réanimation;Autre lieu de soins;Médecin;Catastrophique
25/5/2009;C - Vie hospitalière;restauration;P;Hôpital de jour multidisciplinaire;Office alimentaire;Infirmier-infirmier spécialisé-puéricultrice;Modérée
24/5/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Bureaux - locaux administratifs - archives;Médecin;Mineure
25/5/2009;B - Organisation des soins - Relations avec le patient;transport de patient;M;Chirurgie viscérale;Consultations - radio - salle d'examens;Infirmier-infirmier spécialisé-puéricultrice;Modérée
25/5/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;Q;Cardiologie Pédiatrique;Circulation : couloir - escalier - galerie - passerelle...;Infirmier-infirmier spécialisé-puéricultrice;Modérée
26/5/2009;A - Activités médicales et de soins;autre (à préciser);P;Hôpital de jour multidisciplinaire;Poste de soins;Infirmier-infirmier spécialisé-puéricultrice;Majeure
26/5/2009;D - Vigilances;biovigilance;A;Biothérapie;Laboratoires - pharmacie;Technicien-manipulateur-préparateur;Majeure
26/5/2009;C - Vie hospitalière;panne ou perte de matériel;A;Biothérapie;Laboratoires - pharmacie;Technicien-manipulateur-préparateur;Modérée
25/5/2009;A - Activités médicales et de soins;dossier médical et de soins;P;Pédiatrie Générale;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Modérée
26/5/2009;C - Vie hospitalière;panne ou perte de matériel;P;Unité d'Immunologie et d'Hématologie pédiatriques;Consultations - radio - salle d'examens;Médecin;Majeure
26/5/2009;C - Vie hospitalière;panne ou perte de matériel;A;Infectiologie;Chambre;Cadre de santé-cadre administratif;Modérée
1/5/2009;D - Vigilances;Pharmacovigilance;A;Infectiologie;Tout le service;Médecin;Majeure
27/5/2009;C - Vie hospitalière;panne ou perte de matériel;M;Bloc CCI;Salle d'opération/salle de réveil;Médecin;Majeure
27/5/2009;D - Vigilances;Infectiovigilance;A;Infectiologie;Ascenseur;Cadre de santé-cadre administratif;Majeure
27/5/2009;C - Vie hospitalière;panne ou perte de matériel;M;Bloc CCI;Salle d'opération/salle de réveil;Médecin;Majeure
27/5/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);A;Infectiologie;Tout le service;Infirmier-infirmier spécialisé-puéricultrice;Majeure
28/5/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;Z;Restauration;Self du personnel;Ouvrier-agent technique;Majeure
28/5/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;M;Bloc CCI;Salle d'opération/salle de réveil;Infirmier-infirmier spécialisé-puéricultrice;Mineure
28/5/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);I;Radiologie pédiatrie;Salle d'attente-hall - caisse - accueil;Cadre de santé-cadre administratif;Majeure
28/5/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Bloc CCI;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
28/5/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;Q;Maternité site Necker;Autre lieu professionnel;Infirmier-infirmier spécialisé-puéricultrice;Majeure
29/5/2009;C - Vie hospitalière;magasin;A;Néphrologie adulte;Autre lieu de soins;Cadre de santé-cadre administratif;Catastrophique
18/5/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Q;Maternité site Necker;Bureaux - locaux administratifs - archives;Infirmier-infirmier spécialisé-puéricultrice;Majeure
29/5/2009;C - Vie hospitalière;autre (à préciser);A;Ophtalmologie;Magasin - lingerie;Infirmier-infirmier spécialisé-puéricultrice;Modérée
25/5/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
27/5/2009;A - Activités médicales et de soins;dossier médical et de soins;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
28/5/2009;D - Vigilances;matériovigilance;I;Radiologie pédiatrie;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Majeure
29/5/2009;C - Vie hospitalière;panne ou perte de matériel;M;Bloc CCI;Autre lieu commun;Cadre de santé-cadre administratif;Catastrophique
30/5/2009;D - Vigilances;matériovigilance;P;Unité d'Immunologie et d'Hématologie pédiatriques;Autre lieu de soins;Infirmier-infirmier spécialisé-puéricultrice;Modérée
31/5/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Chambre;Cadre de santé-cadre administratif;Mineure
31/5/2009;C - Vie hospitalière;restauration;B;Biochimie A;Laboratoires - pharmacie;Aide-soignant-ASH;Modérée
1/6/2009;D - Vigilances;matériovigilance;P;Pneumologie - Allergologie pédiatrique;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Insignifiante
2/6/2009;D - Vigilances;biovigilance;A;Biothérapie;Laboratoires - pharmacie;Technicien-manipulateur-préparateur;Majeure
2/6/2009;C - Vie hospitalière;Incidents liés aux chantiers;A;Biothérapie;Autre lieu de soins;Technicien-manipulateur-préparateur;Majeure
28/5/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;Z;Services techniques;Poste de soins;Ouvrier-agent technique;Majeure
2/6/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);B;Chambre mortuaire;Autre lieu de soins;Infirmier-infirmier spécialisé-puéricultrice;Modérée
2/6/2009;D - Vigilances;biovigilance;A;Biothérapie;Laboratoires - pharmacie;Technicien-manipulateur-préparateur;Majeure
2/6/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);B;Chambre mortuaire;Autre lieu de soins;Infirmier-infirmier spécialisé-puéricultrice;Modérée
3/6/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Urologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
29/5/2009;A - Activités médicales et de soins;autre (à préciser);A;Urologie;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Modérée
3/6/2009;A - Activités médicales et de soins;complication médicale ou chirurgicale inattendue;A;Hématologie clinique adultes;Consultations - radio - salle d'examens;Infirmier-infirmier spécialisé-puéricultrice;Majeure
3/6/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Chirurgie orthopédique pédiatrique;Autre lieu professionnel;Infirmier-infirmier spécialisé-puéricultrice;Majeure
27/5/2009;A - Activités médicales et de soins;dossier médical et de soins;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
28/5/2009;A - Activités médicales et de soins;dossier médical et de soins;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
2/6/2009;A - Activités médicales et de soins;dossier médical et de soins;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Mineure
3/6/2009;A - Activités médicales et de soins;dossier médical et de soins;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
3/6/2009;C - Vie hospitalière;transport logistique;B;Pharmacie;Parking - cour - jardin;Pharmacien;Modérée
3/6/2009;C - Vie hospitalière;panne ou perte de matériel;A;Ophtalmologie;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
23/5/2009;B - Organisation des soins - Relations avec le patient;transport de patient;R;Anesthésie-Réanimation;Autre lieu de soins;Médecin;Modérée
3/6/2009;C - Vie hospitalière;restauration;A;Bloc opératoire du pôle;;Cadre de santé-cadre administratif;Modérée
5/6/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;M;Neuro-chirurgie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Majeure
5/6/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;A;Infectiologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
5/6/2009;A - Activités médicales et de soins;complication liée aux soins;M;Gastroentérologie & nutrition pédiatriques;Chambre;Médecin;Majeure
6/6/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Hématologie clinique adultes;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
7/6/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);A;Hématologie clinique adultes;Autre lieu professionnel;Infirmier-infirmier spécialisé-puéricultrice;Majeure
5/6/2009;C - Vie hospitalière;linge;P;Pédiatrie Générale;Magasin - lingerie;Infirmier-infirmier spécialisé-puéricultrice;Mineure
7/6/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);M;Néphrologie pédiatrique;Poste de soins;Infirmier-infirmier spécialisé-puéricultrice;Majeure
7/6/2009;C - Vie hospitalière;panne ou perte de matériel;B;laboratoire d'hématologie;Tout le service;Aide-soignant-ASH;Majeure
8/6/2009;C - Vie hospitalière;panne ou perte de matériel;A;Ophtalmologie;Ascenseur;Cadre de santé-cadre administratif;Majeure
8/6/2009;A - Activités médicales et de soins;complication liée aux soins;M;ORL;Chambre;Cadre de santé-cadre administratif;Majeure
5/6/2009;A - Activités médicales et de soins;complication liée aux soins;P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Majeure
7/6/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Urologie;Chambre;Cadre de santé-cadre administratif;Modérée
8/6/2009;B - Organisation des soins - Relations avec le patient;transport de patient;M;Chirurgie viscérale;Autre lieu de soins;Cadre de santé-cadre administratif;Majeure
9/6/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;Z;Restauration;Autre lieu professionnel;Ouvrier-agent technique;Modérée
9/6/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);A;Bloc opératoire du pôle;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Majeure
9/6/2009;C - Vie hospitalière;autre (à préciser);Z;Restauration;Autre lieu professionnel;Ouvrier-agent technique;Modérée
9/6/2009;C - Vie hospitalière;autre (à préciser);Z;Restauration;Autre lieu professionnel;Ouvrier-agent technique;Modérée
9/6/2009;D - Vigilances;matériovigilance;R;CUDR;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Majeure
9/6/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;M;Neuro-chirurgie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
10/6/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Chirurgie viscérale;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
10/6/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;B;laboratoire d'hématologie;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Mineure
10/6/2009;A - Activités médicales et de soins;complication liée aux soins;M;Neuro-chirurgie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
10/6/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);Q;Cardiologie Pédiatrique;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Majeure
9/6/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Ophtalmologie;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Modérée
11/6/2009;B - Organisation des soins - Relations avec le patient;sortie contre avis médical;M;ORL;Chambre;Cadre de santé-cadre administratif;Modérée
10/6/2009;A - Activités médicales et de soins;dossier médical et de soins;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
11/6/2009;C - Vie hospitalière;panne ou perte de matériel;R;CUDR;Ascenseur;Médecin;Majeure
12/6/2009;B - Organisation des soins - Relations avec le patient;déprogrammation d'acte(s);M;Bloc CCI;Salle d'opération/salle de réveil;Médecin;Mineure
12/6/2009;B - Organisation des soins - Relations avec le patient;transport de patient;Z;Brancardage;Chambre;Cadre de santé-cadre administratif;Majeure
12/6/2009;B - Organisation des soins - Relations avec le patient;transport de patient;P;Pédiatrie Générale;Chambre;Secrétaire-agent administratif;Modérée
12/6/2009;B - Organisation des soins - Relations avec le patient;transport de patient;P;Pédiatrie Générale;Chambre;Secrétaire-agent administratif;Modérée
12/6/2009;C - Vie hospitalière;restauration;Z;Direction des soins;Autre lieu professionnel;Cadre de santé-cadre administratif;Majeure
11/6/2009;A - Activités médicales et de soins;complication liée aux soins;M;ORL;Poste de soins;Cadre de santé-cadre administratif;Majeure
9/6/2009;A - Activités médicales et de soins;complication médicale ou chirurgicale inattendue;R;Anesthésie-Réanimation;Autre lieu de soins;Médecin;Majeure
12/6/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
14/6/2009;A - Activités médicales et de soins;complication liée aux soins;A;Urologie;Poste de soins;Infirmier-infirmier spécialisé-puéricultrice;Majeure
15/6/2009;D - Vigilances;matériovigilance;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
15/6/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
15/6/2009;C - Vie hospitalière;panne ou perte de matériel;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
15/6/2009;C - Vie hospitalière;panne ou perte de matériel;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
15/6/2009;D - Vigilances;Infectiovigilance;A;Infectiologie;Ascenseur;Cadre de santé-cadre administratif;Majeure
15/6/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Néphrologie adulte;Autre lieu de soins;Cadre de santé-cadre administratif;Mineure
15/6/2009;D - Vigilances;matériovigilance;R;CUDR;Chambre;Cadre de santé-cadre administratif;Majeure
15/6/2009;A - Activités médicales et de soins;autre (à préciser);P;Pédiatrie Générale;Poste de soins;Infirmier-infirmier spécialisé-puéricultrice;Modérée
15/6/2009;D - Vigilances;matériovigilance;R;SAMU SMUR;Autre lieu professionnel;Ouvrier-agent technique;Modérée
16/6/2009;C - Vie hospitalière;panne ou perte de matériel;M;ORL;Tout le service;Médecin;Majeure
16/6/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Ophtalmologie;Toilettes;Cadre de santé-cadre administratif;Modérée
16/6/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;P;Pédiatrie Générale;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Majeure
16/6/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);M;Bloc CCI;Salle d'opération/salle de réveil;Médecin;Majeure
16/6/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;R;CUDR;Autre lieu professionnel;Cadre de santé-cadre administratif;Majeure
17/6/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;M;Bloc CCI;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Modérée
18/6/2009;A - Activités médicales et de soins;complication liée aux soins;A;Urologie;Sans objet ou lieu inconnu ( fugues - pertes ...);Infirmier-infirmier spécialisé-puéricultrice;Majeure
16/6/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;B;Bactériologie-Virologie;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Majeure
18/6/2009;A - Activités médicales et de soins;complication liée aux soins;M;ORL;Poste de soins;Cadre de santé-cadre administratif;Majeure
18/6/2009;C - Vie hospitalière;transport logistique;B;Biochimie B;Circulation : couloir - escalier - galerie - passerelle...;Technicien-manipulateur-préparateur;Majeure
18/6/2009;C - Vie hospitalière;autre (à préciser);Z;Direction de la qualité / GDR;Locaux poubelles/déchets;Technicien-manipulateur-préparateur;Modérée
18/6/2009;A - Activités médicales et de soins;dossier médical et de soins;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
18/6/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;R;CUDR;Autre lieu de soins;Infirmier-infirmier spécialisé-puéricultrice;Modérée
19/6/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);A;Infectiologie;Poste de soins;Cadre de santé-cadre administratif;Majeure
19/6/2009;C - Vie hospitalière;transport logistique;P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Office alimentaire;Diététicien-kiné-ergothérapeute-psychomotricien-autre rééducateur;Modérée
19/6/2009;C - Vie hospitalière;restauration;P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Office alimentaire;Diététicien-kiné-ergothérapeute-psychomotricien-autre rééducateur;Modérée
19/6/2009;A - Activités médicales et de soins;autre (à préciser);R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Médecin;Majeure
19/6/2009;A - Activités médicales et de soins;autre (à préciser);R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Médecin;Majeure
20/6/2009;B - Organisation des soins - Relations avec le patient;sortie contre avis médical;M;Neuro-chirurgie;Parking - cour - jardin;Infirmier-infirmier spécialisé-puéricultrice;Modérée
20/6/2009;D - Vigilances;matériovigilance;P;Pneumologie - Allergologie pédiatrique;Poste de soins;Infirmier-infirmier spécialisé-puéricultrice;Mineure
20/6/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;R;CUDR;Salle d'attente-hall - caisse - accueil;Infirmier-infirmier spécialisé-puéricultrice;Modérée
10/6/2009;C - Vie hospitalière;panne ou perte de matériel;P;Pédopsychiatrie;Tout le service;Infirmier-infirmier spécialisé-puéricultrice;Modérée
22/6/2009;C - Vie hospitalière;restauration;M;Gastroentérologie & nutrition pédiatriques;Office alimentaire;Aide-soignant-ASH;Modérée
19/6/2009;C - Vie hospitalière;salubrité-propreté des locaux;B;Histo-Embryologie-Cytogénétique;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Majeure
22/6/2009;C - Vie hospitalière;autre (à préciser);M;ORL;Salle d'opération/salle de réveil;Infirmier-infirmier spécialisé-puéricultrice;Catastrophique
23/6/2009;B - Organisation des soins - Relations avec le patient;transport de patient;R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Médecin;Modérée
23/6/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Chirurgie orthopédique pédiatrique;Vestiaire;Infirmier-infirmier spécialisé-puéricultrice;Majeure
