date_evenement;categorie_evenement;type_evenement;pole;service;lieu;fonction_declarant;gravite_cloture
29/3/2008;C - Vie hospitaliere;autre C;P;Pneumologie - Allergologie pediatrique;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Catastrophique
31/3/2008;C - Vie hospitaliere;salubrite-proprete des locaux;B;Histo-Embryologie-Cytogenetique;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Moderee
31/3/2008;C - Vie hospitaliere;salubrite-proprete des locaux;B;Histo-Embryologie-Cytogenetique;Circulation : couloir - escalier - galerie - passerelle...;Secretaire-agent administratif;Catastrophique
30/3/2008;C - Vie hospitaliere;salubrite-proprete des locaux;A;Hematologie clinique adultes;Chambre;Cadre de sante-cadre administratif;Majeure
29/3/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;R;CUDR;Consultations - radio - salle d examens;Cadre de sante-cadre administratif;Moderee
31/3/2008;A - Activites medicales et de soins;dossier medical et de soins;R;Anesthesie-Reanimation;Consultations - radio - salle d examens;Infirmier-infirmier specialise-puericultrice;Majeure
31/3/2008;B - Organisation des soins - Relations avec le patient;risques professionnels;P;Unite d Immunologie et d Hematologie pediatriques;Chambre;Infirmier-infirmier specialise-puericultrice;Majeure
1/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;A;Biotherapie;Circulation : couloir - escalier - galerie - passerelle...;Technicien-manipulateur-preparateur;Moderee
1/4/2008;C - Vie hospitaliere;incidents lies aux chantiers;A;Biotherapie;Non precise;Technicien-manipulateur-preparateur;Majeure
2/4/2008;C - Vie hospitaliere;panne ou perte de materiel;A;Hematologie clinique adultes;Chambre;Cadre de sante-cadre administratif;Moderee
3/4/2008;C - Vie hospitaliere;salubrite-proprete des locaux;B;Biochimie B;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Moderee
2/4/2008;B - Organisation des soins - Relations avec le patient;risques professionnels;Z;Direction des soins;Autre lieu professionnel;Cadre de sante-cadre administratif;Moderee
3/4/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Bacteriologie-Virologie;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Insignifiante
3/3/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Nephrologie adulte;Parking - cour - jardin;Cadre de sante-cadre administratif;Mineure
3/4/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Nephrologie adulte;Parking - cour - jardin;Cadre de sante-cadre administratif;Mineure
3/4/2008;C - Vie hospitaliere;salubrite-proprete des locaux;R;CUDR;Autre lieu professionnel;Cadre de sante-cadre administratif;Mineure
2/4/2008;B - Organisation des soins - Relations avec le patient;erreur d identification;B;Chambre mortuaire;Autre lieu de soins;Infirmier-infirmier specialise-puericultrice;Majeure
2/4/2008;B - Organisation des soins - Relations avec le patient;autre B;B;Chambre mortuaire;Autre lieu de soins;Infirmier-infirmier specialise-puericultrice;Insignifiante
26/3/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;P;Pediatrie generale;Office alimentaire;Cadre de sante-cadre administratif;Moderee
4/4/2008;D - Vigilances;materiovigilance;A;Nephrologie adulte;Chambre;Cadre de sante-cadre administratif;Majeure
5/4/2008;C - Vie hospitaliere;panne ou perte de materiel;M;Chirurgie viscerale;Poste de soins;Medecin;Moderee
5/4/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Urologie;Toilettes/douche destines aux patients;Infirmier-infirmier specialise-puericultrice;Mineure
5/4/2008;A - Activites medicales et de soins;complication liee aux soins;P;Unite d Immunologie et d Hematologie pediatriques;Chambre;Infirmier-infirmier specialise-puericultrice;Moderee
2/4/2008;D - Vigilances;materiovigilance;M;Nephrologie pediatrique;Autre lieu de soins;Cadre de sante-cadre administratif;Moderee
6/4/2008;C - Vie hospitaliere;panne ou perte de materiel;A;Infectiologie;Circulation : couloir - escalier - galerie - passerelle...;Infirmier-infirmier specialise-puericultrice;Majeure
6/4/2008;B - Organisation des soins - Relations avec le patient;autre B;Z;Direction des finances et de la recherche;Autre lieu professionnel;Cadre de sante-cadre administratif;Majeure
8/4/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Pediatrie generale;Ascenseur;Cadre de sante-cadre administratif;Majeure
8/4/2008;C - Vie hospitaliere;panne ou perte de materiel;A;Consultations multidisciplinaires;Consultations - radio - salle d examens;Cadre de sante-cadre administratif;Majeure
9/4/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Transplantation  et Reanimation adultes;Chambre;Medecin;Mineure
31/3/2008;B - Organisation des soins - Relations avec le patient;transport de patient;A;Hematologie clinique adultes;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Majeure
30/3/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;A;Ophtalmologie;Salle a manger-salle TV - salle de jeux...;Cadre de sante-cadre administratif;Moderee
9/4/2008;B - Organisation des soins - Relations avec le patient;risques professionnels;A;Biotherapie;Laboratoires - pharmacie;Technicien-manipulateur-preparateur;Catastrophique
20/3/2008;B - Organisation des soins - Relations avec le patient;risques professionnels;A;Biotherapie;Laboratoires - pharmacie;Technicien-manipulateur-preparateur;Catastrophique
9/4/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;M;Bloc CCI;Chambre;Infirmier-infirmier specialise-puericultrice;Mineure
8/4/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Nephrologie adulte;Chambre;Cadre de sante-cadre administratif;Mineure
11/4/2008;B - Organisation des soins - Relations avec le patient;transport de patient;B;Chambre mortuaire;Tout le service;Infirmier-infirmier specialise-puericultrice;Mineure
9/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Q;Cardiologie pediatrique;Autre lieu professionnel;Secretaire-agent administratif;Moderee
10/4/2008;D - Vigilances;materiovigilance;A;Biotherapie;Chambre;Infirmier-infirmier specialise-puericultrice;Moderee
10/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Securite generale, accueil, standard;Non precise;Cadre de sante-cadre administratif;Moderee
10/4/2008;C - Vie hospitaliere;linge;Z;Securite generale, accueil, standard;Autre lieu professionnel;Cadre de sante-cadre administratif;Mineure
10/4/2008;C - Vie hospitaliere;salubrite-proprete des locaux;Z;Securite generale, accueil, standard;Parking - cour - jardin;Cadre de sante-cadre administratif;Moderee
10/4/2008;B - Organisation des soins - Relations avec le patient;autre B;Z;Securite generale, accueil, standard;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Insignifiante
11/4/2008;A - Activites medicales et de soins;dossier medical et de soins;B;Explorations fonctionnelles-physiologie;Consultations - radio - salle d examens;Technicien-manipulateur-preparateur;Majeure
12/4/2008;C - Vie hospitaliere;autre C;M;Neuro-chirurgie;Poste de soins;Infirmier-infirmier specialise-puericultrice;Moderee
11/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;A;Infectiologie;Vestiaire;Infirmier-infirmier specialise-puericultrice;Majeure
13/4/2008;B - Organisation des soins - Relations avec le patient;risques professionnels;I;Radiologie adulte;Office alimentaire;Medecin;Mineure
13/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;A;Ophtalmologie;Poste de soins;Cadre de sante-cadre administratif;Majeure
7/4/2008;D - Vigilances;materiovigilance;M;Gastroenterologie  et nutrition pediatriques;Chambre;Cadre de sante-cadre administratif;Moderee
14/4/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Pneumologie - Allergologie pediatrique;Autre lieu professionnel;Cadre de sante-cadre administratif;Moderee
14/4/2008;D - Vigilances;materiovigilance;B;Anatomie  et cytologie pathologiques;Tout le service;Cadre de sante-cadre administratif;Mineure
14/4/2008;B - Organisation des soins - Relations avec le patient;deprogrammation d acte(s);P;Pneumologie - Allergologie pediatrique;Salle d operation/salle de reveil;Cadre de sante-cadre administratif;Moderee
8/4/2008;D - Vigilances;materiovigilance;P;Unite d Immunologie et d Hematologie pediatriques;Ascenseur;Cadre de sante-cadre administratif;Moderee
15/4/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Pneumologie - Allergologie pediatrique;Ascenseur;Cadre de sante-cadre administratif;Majeure
14/4/2008;C - Vie hospitaliere;autre C;A;Urologie;Bureaux - locaux administratifs - archives;Infirmier-infirmier specialise-puericultrice;Moderee
15/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;R;CUDR;Autre lieu commun;Medecin;Moderee
10/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Securite incendie;Magasin - lingerie;Ouvrier-agent technique;Majeure
10/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Securite incendie;Circulation : couloir - escalier - galerie - passerelle...;Ouvrier-agent technique;Moderee
10/4/2008;C - Vie hospitaliere;autre C;Z;Securite incendie;Bureaux - locaux administratifs - archives;Ouvrier-agent technique;Majeure
10/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Securite incendie;Circulation : couloir - escalier - galerie - passerelle...;Ouvrier-agent technique;Moderee
10/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Securite incendie;Circulation : couloir - escalier - galerie - passerelle...;Ouvrier-agent technique;Moderee
10/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Securite incendie;Circulation : couloir - escalier - galerie - passerelle...;Ouvrier-agent technique;Majeure
10/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Securite incendie;Circulation : couloir - escalier - galerie - passerelle...;Ouvrier-agent technique;Majeure
14/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Securite incendie;Circulation : couloir - escalier - galerie - passerelle...;Ouvrier-agent technique;Majeure
16/4/2008;C - Vie hospitaliere;panne ou perte de materiel;A;Bloc operatoire du pole;Salle d operation/salle de reveil;Medecin;Majeure
14/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;P;Activite pediatrique ambulatoire;Salle a manger-salle TV - salle de jeux...;Cadre de sante-cadre administratif;Moderee
17/4/2008;C - Vie hospitaliere;transport logistique;Z;Direction strategie, qualite;Magasin - lingerie;Cadre de sante-cadre administratif;Moderee
17/4/2008;B - Organisation des soins - Relations avec le patient;transport de patient;A;Nephrologie adulte;Tout le service;Medecin;Moderee
17/4/2008;D - Vigilances;materiovigilance;P;Activite pediatrique ambulatoire;Chambre;Cadre de sante-cadre administratif;Majeure
17/4/2008;B - Organisation des soins - Relations avec le patient;autre B;B;Chambre mortuaire;Autre lieu professionnel;Cadre de sante-cadre administratif;Moderee
17/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Direction des affaires generales;Autre lieu commun;Personnel administratif;Moderee
17/4/2008;C - Vie hospitaliere;panne ou perte de materiel;M;Neuro-chirurgie;Tout le service;Medecin;Majeure
17/4/2008;C - Vie hospitaliere;panne ou perte de materiel;M;Neuro-chirurgie;Chambre;Infirmier-infirmier specialise-puericultrice;Moderee
17/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Direction des finances et de la recherche;Bureaux - locaux administratifs - archives;Secretaire-agent administratif;Insignifiante
18/4/2008;D - Vigilances;materiovigilance;P;Pediatrie generale;Sans objet ou lieu inconnu ( fugues - pertes ...);Cadre de sante-cadre administratif;Moderee
18/4/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Transplantation  et Reanimation adultes;Chambre;Cadre de sante-cadre administratif;Mineure
1/4/2008;C - Vie hospitaliere;panne ou perte de materiel;Z;Direction strategie, qualite;Ascenseur;Personnel administratif;Majeure
18/4/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Urologie;Chambre;Infirmier-infirmier specialise-puericultrice;Mineure
19/4/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;P;Unite d Immunologie et d Hematologie pediatriques;Circulation : couloir - escalier - galerie - passerelle...;Infirmier-infirmier specialise-puericultrice;Insignifiante
20/4/2008;C - Vie hospitaliere;autre C;B;Laboratoire d hematologie;Laboratoires - pharmacie;Aide-soignant-ASH;Moderee
20/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Securite incendie;Parking - cour - jardin;Ouvrier-agent technique;Majeure
19/4/2008;C - Vie hospitaliere;panne ou perte de materiel;Z;Direction strategie, qualite;Ascenseur;Cadre de sante-cadre administratif;Moderee
21/4/2008;C - Vie hospitaliere;autre C;Q;Cardiologie pediatrique;Chambre;Cadre de sante-cadre administratif;Moderee
1/4/2008;A - Activites medicales et de soins;complication liee aux soins;Q;Chirurgie cardiaque pediatrique;Salle d operation/salle de reveil;Cadre de sante-cadre administratif;Catastrophique
1/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;P;Pedopsychiatrie;Bureaux - locaux administratifs - archives;Infirmier-infirmier specialise-puericultrice;Moderee
21/4/2008;B - Organisation des soins - Relations avec le patient;sortie contre avis medical;P;Hopital de jour multidisciplinaire;Chambre;Cadre de sante-cadre administratif;Moderee
21/4/2008;D - Vigilances;materiovigilance;R;CUDR;Consultations - radio - salle d examens;Cadre de sante-cadre administratif;Catastrophique
22/4/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Urologie;Chambre;Infirmier-infirmier specialise-puericultrice;Moderee
22/4/2008;A - Activites medicales et de soins;autre A;R;Anesthesie-Reanimation;Consultations - radio - salle d examens;Infirmier-infirmier specialise-puericultrice;Moderee
23/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;A;Ophtalmologie;Tout le service;Cadre de sante-cadre administratif;Majeure
23/4/2008;D - Vigilances;materiovigilance;M;Neuro-chirurgie;Chambre;Infirmier-infirmier specialise-puericultrice;Majeure
23/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;A;Urologie;Poste de soins;Infirmier-infirmier specialise-puericultrice;Majeure
23/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Restauration;Magasin - lingerie;Ouvrier-agent technique;Moderee
23/4/2008;A - Activites medicales et de soins;circuit medicaments - dispositifs medicaux steriles;P;Unite d Immunologie et d Hematologie pediatriques;Autre lieu professionnel;Cadre de sante-cadre administratif;Moderee
23/4/2008;B - Organisation des soins - Relations avec le patient;deprogrammation d acte(s);P;Hopital de jour multidisciplinaire;Consultations - radio - salle d examens;Infirmier-infirmier specialise-puericultrice;Moderee
23/4/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Activite pediatrique ambulatoire;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Mineure
23/4/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Activite pediatrique ambulatoire;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Mineure
23/4/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Activite pediatrique ambulatoire;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Mineure
23/4/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Activite pediatrique ambulatoire;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Mineure
23/4/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Activite pediatrique ambulatoire;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Mineure
23/4/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Activite pediatrique ambulatoire;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Mineure
24/4/2008;A - Activites medicales et de soins;dossier medical et de soins;A;Biotherapie;Consultations - radio - salle d examens;Technicien-manipulateur-preparateur;Majeure
24/4/2008;B - Organisation des soins - Relations avec le patient;fugue ou patient egare;P;Hopital de jour multidisciplinaire;Salle d attente-hall - caisse - accueil;Cadre de sante-cadre administratif;Majeure
1/4/2008;C - Vie hospitaliere;panne ou perte de materiel;M;Chirurgie viscerale;Circulation : couloir - escalier - galerie - passerelle...;Medecin;Moderee
24/4/2008;D - Vigilances;materiovigilance;A;Cardiologie adultes;Consultations - radio - salle d examens;Cadre de sante-cadre administratif;Moderee
24/4/2008;D - Vigilances;materiovigilance;P;Activite pediatrique ambulatoire;Consultations - radio - salle d examens;Aide-soignant-ASH;Moderee
25/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;R;Anesthesie-Reanimation;Circulation : couloir - escalier - galerie - passerelle...;Aide-soignant-ASH;Moderee
24/4/2008;B - Organisation des soins - Relations avec le patient;transport de patient;Q;Chirurgie cardiaque pediatrique;Autre lieu de soins;Medecin;Catastrophique
28/4/2008;C - Vie hospitaliere;incidents lies aux chantiers;P;Unite d Immunologie et d Hematologie pediatriques;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Moderee
28/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;A;Urologie;Chambre;Cadre de sante-cadre administratif;Moderee
28/4/2008;D - Vigilances;infectiovigilance;Q;Maternite N-B;Consultations - radio - salle d examens;Sage femme;Moderee
29/4/2008;C - Vie hospitaliere;transport logistique;Z;Restauration;Autre lieu professionnel;Ouvrier-agent technique;Moderee
29/4/2008;A - Activites medicales et de soins;dossier medical et de soins;P;Pneumologie - Allergologie pediatrique;Consultations - radio - salle d examens;Cadre de sante-cadre administratif;Moderee
28/4/2008;A - Activites medicales et de soins;complication liee aux soins;A;Transplantation  et Reanimation adultes;Poste de soins;Cadre de sante-cadre administratif;Majeure
29/4/2008;D - Vigilances;materiovigilance;P;Unite d Immunologie et d Hematologie pediatriques;Chambre;Cadre de sante-cadre administratif;Majeure
30/4/2008;B - Organisation des soins - Relations avec le patient;risques professionnels;P;Unite d Immunologie et d Hematologie pediatriques;Poste de soins;Infirmier-infirmier specialise-puericultrice;Moderee
30/4/2008;C - Vie hospitaliere;linge;P;Unite d Immunologie et d Hematologie pediatriques;Chambre;Infirmier-infirmier specialise-puericultrice;Mineure
30/4/2008;C - Vie hospitaliere;restauration;A;Transplantation  et Reanimation adultes;Office alimentaire;Cadre de sante-cadre administratif;Moderee
30/4/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Activite pediatrique ambulatoire;Consultations - radio - salle d examens;Cadre de sante-cadre administratif;Moderee
30/4/2008;C - Vie hospitaliere;salubrite-proprete des locaux;B;Chambre mortuaire;Autre lieu professionnel;Cadre de sante-cadre administratif;Moderee
28/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;R;Reanimation Pediatrique;Chambre;Cadre de sante-cadre administratif;Mineure
1/5/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;M;Neuro-chirurgie;Chambre;Infirmier-infirmier specialise-puericultrice;Mineure
2/5/2008;A - Activites medicales et de soins;dossier medical et de soins;A;Biotherapie;Chambre;Infirmier-infirmier specialise-puericultrice;Majeure
2/5/2008;C - Vie hospitaliere;incidents lies aux chantiers;Z;Direction de la logistique et des achats;Ascenseur;Aide-soignant-ASH;Insignifiante
30/4/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;P;Activite pediatrique ambulatoire;Vestiaire;Infirmier-infirmier specialise-puericultrice;Majeure
5/5/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Direction des affaires generales;Autre lieu commun;Personnel administratif;Moderee
5/5/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Hematologie clinique adultes;Chambre;Medecin;Majeure
7/5/2008;C - Vie hospitaliere;panne ou perte de materiel;A;Nephrologie adulte;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Majeure
6/5/2008;C - Vie hospitaliere;panne ou perte de materiel;M;ORL;Autre lieu professionnel;Cadre de sante-cadre administratif;Insignifiante
2/4/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Activite pediatrique ambulatoire;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Moderee
8/5/2008;C - Vie hospitaliere;panne ou perte de materiel;A;Cardiologie adultes;Ascenseur;Cadre de sante-cadre administratif;Moderee
8/5/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;B;Pharmacie;Loge - barriere;Cadre de sante-cadre administratif;Moderee
9/5/2008;C - Vie hospitaliere;salubrite-proprete des locaux;P;Activite pediatrique ambulatoire;Locaux poubelles/dechets;Cadre de sante-cadre administratif;Majeure
9/5/2008;C - Vie hospitaliere;panne ou perte de materiel;Z;Restauration;Non precise;Ouvrier-agent technique;Majeure
10/5/2008;B - Organisation des soins - Relations avec le patient;autre B;B;Chambre mortuaire;Autre lieu de soins;Infirmier-infirmier specialise-puericultrice;Insignifiante
10/5/2008;D - Vigilances;materiovigilance;R;Reanimation Pediatrique;Chambre;Infirmier-infirmier specialise-puericultrice;Majeure
14/5/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;B;Pharmacie;Autre lieu commun;Cadre de sante-cadre administratif;Moderee
9/5/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;P;Unite d Immunologie et d Hematologie pediatriques;Bureaux - locaux administratifs - archives;Medecin;Moderee
13/5/2008;C - Vie hospitaliere;panne ou perte de materiel;R;Anesthesie-Reanimation;Sans objet ou lieu inconnu ( fugues - pertes ...);Cadre de sante-cadre administratif;Mineure
9/5/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Bacteriologie-Virologie;Laboratoires - pharmacie;Technicien-manipulateur-preparateur;Majeure
13/5/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Bacteriologie-Virologie;Laboratoires - pharmacie;Technicien-manipulateur-preparateur;Majeure
14/5/2008;C - Vie hospitaliere;linge;P;Pediatrie generale;Magasin - lingerie;Aide-soignant-ASH;Mineure
14/5/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Bacteriologie-Virologie;Laboratoires - pharmacie;Technicien-manipulateur-preparateur;Majeure
14/5/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Bacteriologie-Virologie;Laboratoires - pharmacie;Technicien-manipulateur-preparateur;Majeure
13/5/2008;B - Organisation des soins - Relations avec le patient;risques professionnels;A;Biotherapie;Laboratoires - pharmacie;Technicien-manipulateur-preparateur;Majeure
9/5/2008;C - Vie hospitaliere;transport logistique;B;Anatomie  et cytologie pathologiques;Laboratoires - pharmacie;Cadre de sante-cadre administratif;Majeure
15/5/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Urologie;Chambre;Infirmier-infirmier specialise-puericultrice;Moderee
14/5/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;M;Gastroenterologie  et nutrition pediatriques;Autre lieu de soins;Cadre de sante-cadre administratif;Moderee
17/4/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Explorations fonctionnelles-physiologie;Bureaux - locaux administratifs - archives;Secretaire-agent administratif;Majeure
15/5/2008;C - Vie hospitaliere;magasin;P;Unite d Immunologie et d Hematologie pediatriques;Tout le service;Cadre de sante-cadre administratif;Moderee
13/5/2008;C - Vie hospitaliere;magasin;P;Pediatrie generale;Autre lieu commun;Cadre de sante-cadre administratif;Moderee
15/5/2008;B - Organisation des soins - Relations avec le patient;fugue ou patient egare;P;Pediatrie generale;Parking - cour - jardin;Cadre de sante-cadre administratif;Moderee
15/5/2008;C - Vie hospitaliere;restauration;Z;Direction de la logistique et des achats;Autre lieu professionnel;Cadre de sante-cadre administratif;Majeure
16/5/2008;A - Activites medicales et de soins;dossier medical et de soins;A;Biotherapie;Laboratoires - pharmacie;Technicien-manipulateur-preparateur;Majeure
16/5/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;A;Ophtalmologie;Circulation : couloir - escalier - galerie - passerelle...;Aide-soignant-ASH;Moderee
16/5/2008;C - Vie hospitaliere;autre C;A;Hematologie clinique adultes;Tout le service;Infirmier-infirmier specialise-puericultrice;Majeure
19/5/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Restauration;Autre lieu professionnel;Ouvrier-agent technique;Moderee
11/5/2008;A - Activites medicales et de soins;complication liee aux soins;P;Pediatrie generale;Chambre;Cadre de sante-cadre administratif;Majeure
20/5/2008;B - Organisation des soins - Relations avec le patient;risques professionnels;Z;Direction strategie, qualite;Circulation : couloir - escalier - galerie - passerelle...;Personnel administratif;Moderee
11/5/2008;A - Activites medicales et de soins;autre A;P;Pediatrie generale;Consultations - radio - salle d examens;Medecin;Moderee
21/5/2008;C - Vie hospitaliere;autre C;B;Laboratoire d immunologie;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Majeure
22/5/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;P;Unite d Immunologie et d Hematologie pediatriques;Non precise;Cadre de sante-cadre administratif;Catastrophique
22/5/2008;C - Vie hospitaliere;incidents lies aux chantiers;P;Unite d Immunologie et d Hematologie pediatriques;Circulation : couloir - escalier - galerie - passerelle...;Medecin;Majeure
15/5/2008;A - Activites medicales et de soins;complication medicale ou chirurgicale inattendue;R;Anesthesie-Reanimation;Salle d operation/salle de reveil;Medecin;Majeure
22/5/2008;A - Activites medicales et de soins;dossier medical et de soins;A;Hematologie clinique adultes;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Moderee
30/1/2008;D - Vigilances;materiovigilance;R;CUDR;Chambre;Cadre de sante-cadre administratif;Majeure
23/5/2008;A - Activites medicales et de soins;complication liee aux soins;A;Hematologie clinique adultes;Consultations - radio - salle d examens;Infirmier-infirmier specialise-puericultrice;Majeure
24/5/2008;A - Activites medicales et de soins;autre A;R;Reanimation Pediatrique;Laboratoires - pharmacie;Medecin;Moderee
25/5/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Transplantation  et Reanimation adultes;Toilettes/douche destines aux patients;Infirmier-infirmier specialise-puericultrice;Mineure
27/5/2008;C - Vie hospitaliere;panne ou perte de materiel;M;Chirurgie orthopedique pediatrique;Salle d operation/salle de reveil;Cadre de sante-cadre administratif;Mineure
27/5/2008;C - Vie hospitaliere;panne ou perte de materiel;A;Hematologie clinique adultes;Tout le service;Cadre de sante-cadre administratif;Majeure
27/5/2008;A - Activites medicales et de soins;complication liee aux soins;R;Anesthesie-Reanimation;Consultations - radio - salle d examens;Infirmier-infirmier specialise-puericultrice;Majeure
28/5/2008;C - Vie hospitaliere;panne ou perte de materiel;Z;Archives;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Mineure
29/5/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Direction des finances et de la recherche;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Moderee
29/5/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;A;Ophtalmologie;Tout le service;Aide-soignant-ASH;Mineure
29/5/2008;C - Vie hospitaliere;restauration;Z;Direction des ressources humaines;Office alimentaire;Cadre de sante-cadre administratif;Mineure
30/5/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;A;Ophtalmologie;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Majeure
28/5/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Unite d Immunologie et d Hematologie pediatriques;Chambre;Cadre de sante-cadre administratif;Moderee
30/5/2008;C - Vie hospitaliere;transport logistique;Z;Restauration;Locaux poubelles/dechets;Ouvrier-agent technique;Majeure
30/5/2008;B - Organisation des soins - Relations avec le patient;autre B;R;CUDR;Consultations - radio - salle d examens;Cadre de sante-cadre administratif;Catastrophique
30/5/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;P;Pediatrie generale;Tout le service;Infirmier-infirmier specialise-puericultrice;Majeure
1/6/2008;C - Vie hospitaliere;restauration;P;Pediatrie generale;Office alimentaire;Aide-soignant-ASH;Moderee
